CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,MODALIDAD,JORNADA,PLAN,DEPARTAMENTO_FINAL
05-01-0110-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADS. AL INEB SIMON BERGAÑO Y VILLEGAS,1A AVE. SUR 10-30 ZONA 1,78880048,REMY ARTURO SINAY GUDIEL,CARLOS JOSE RODRIGO RODRIGUEZ,OFICIAL,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0119-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO ESCOLAR NUESTRA SEÑORA DE CONCEPCION,KM. 59 CARRETERA A SANTA LUCIA COTZUMALGUAPA,78881194,REMY ARTURO SINAY GUDIEL,MILTON LAUREANO GONZÁLEZ LARIOS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0121-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNICO EXPERIMENTAL DEL SUR,1A. CALLE 2-38 ZONA 3,31651314,REMY ARTURO SINAY GUDIEL,JUAN ROMEO SUÁREZ CHACÓN,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0126-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,1A AVENIDA 6-60 ZONA 4,78890988,REMY ARTURO SINAY GUDIEL,GIEZI HAZAEL LÓPEZ BLANCO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0144-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,"3A. AV. 5-52 ZONA 1 ESCUINTLA,",78894544,REMY ARTURO SINAY GUDIEL,NIDIA AMARILIS GALVEZ CHAVEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0145-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO NACIONAL DE PERITO EN MERCADOTECNIA Y PUBLICIDAD,4A. AVE. SUR 15-20 ZONA 4,78893272,REMY ARTURO SINAY GUDIEL,MARIELA FLORIBÉL MÉNDEZ MALDONADO,OFICIAL,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0146-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NACIONAL MIXTA NOCTURNA DE CIENCIAS COMERCIALES,1A AVE. 10-30 ZONA 1,57171570,REMY ARTURO SINAY GUDIEL,LEONEL ARNULFO ORTEGA MORATAYA,OFICIAL,URBANA,MONOLINGUE,NOCTURNA,REGULAR,ESCUINTLA
05-01-0184-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,1ERA. AVENIDA 10-30 ZONA 1 COLONIA EL PROGRESO,78895918,REMY ARTURO SINAY GUDIEL,MARÍA EUGENIA BARRERA BARREDA,COOPERATIVA,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0187-46,05-033,ESCUINTLA,ESCUINTLA,LICEO INTEGRAL DEL SUR,"7A. CALLE 2-64, ZONA 3, BARRIO SAN MIGUEL",78268277,REMY ARTURO SINAY GUDIEL,KIMBERLY KARINA GUZMÁN MORALES,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0207-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EVANGELICO EL EDEN,6A CALLE 1-60 ZONA 3 BARRIO SANTA ANA,41086951,REMY ARTURO SINAY GUDIEL,SANDRA JUDITH COLLADO SOLARES,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0231-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ,47691929,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0253-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,2DA. CALLE 3-28 ZONA 1,78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,ESCUINTLA
05-01-0259-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ ESCUINTLA,78841293,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0263-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,1RA. AVENIDA 6-60 ZONA 4,78890988,REMY ARTURO SINAY GUDIEL,GIEZI HAZAEL LÓPEZ BLANCO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0271-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,5A CALLE 5-10 ZONA 3 COLONIA MADRID,50232975,REMY ARTURO SINAY GUDIEL,MIRIAM AZUCENA MARTINEZ GARCIA,COOPERATIVA,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0278-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,2DA. CALLE 3-28 ZONA 1,78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0280-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO DR. JOSÉ SEVERO MARTÍNEZ,5A. AVENIDA 6-61 ZONA 1,48734181,REMY ARTURO SINAY GUDIEL,EDGAR RAFAEL HURTARTE GONZÁLEZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0289-46,05-033,ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,LOTE 156 FLORIDO ACEITUNO,56211051,REMY ARTURO SINAY GUDIEL,DIOGENES BAUDILIO FIGUEROA CRUZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0299-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO Y FORMACION HUMANA DE MARÍA,3A AVENIDA A 4-48 ZONA 1,42065584,REMY ARTURO SINAY GUDIEL,ERICK IVAN RIVERA MARTINEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0307-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,4A. AVENIDA 15-94 SUR FINAL,78898958,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0308-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO BILINGÜE JARDÍN AMERICANO,"3A CALLE SECTOR B LOTE 21, COLONIA JACARANDAS 1, ZONA 3",78898449,REMY ARTURO SINAY GUDIEL,CLAUDIA ARGENTINA JIMÉNEZ PRADO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0309-46,05-033,ESCUINTLA,ESCUINTLA,LICEO PREUNIVERSITARIO CIENCIA Y TECNOLOGÍA,6TA. AVE. 2-52 ZONA 1,51230832,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0310-46,05-033,ESCUINTLA,ESCUINTLA,LICEO PREUNIVERSITARIO CIENCIA Y TECNOLOGÍA,6TA. AVE. 2-52 ZONA 1,51230832,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0312-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO CON COMPUTACIÓN EL QUETZAL,"3A. CALLE 3-95 ZONA 2, COLONIA EL QUETZAL",78881070,REMY ARTURO SINAY GUDIEL,MARIANELA ECHEVERRÍA TRIGUEROS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0314-46,05-033,ESCUINTLA,ESCUINTLA,LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL LIMEFI,3A. AVENIDA A 1-92 ZONA 1,35368700,REMY ARTURO SINAY GUDIEL,RUTH LORENA AREVALO OSORIO,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0317-46,05-033,ESCUINTLA,ESCUINTLA,LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL LIMEFI,3A. AVENIDA A 1-92 ZONA 1,35368700,REMY ARTURO SINAY GUDIEL,RUTH LORENA AREVALO OSORIO,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0320-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,4TA .AV.SUR 15-20 ZONA 4,78895255,REMY ARTURO SINAY GUDIEL,SALOMON ALVAREZ ANDRADE,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0323-46,05-033,ESCUINTLA,ESCUINTLA,LICEO ESPAÑOL AMERICANO,1RA AVENIDA 0-06 ZONA 4 COLONIA LOS NARANJALES,78897037,REMY ARTURO SINAY GUDIEL,YARISA RUBY SAMAYOA BARRIOS,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0325-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,3A AVENIDA 5-52 ZONA 1,78894544,REMY ARTURO SINAY GUDIEL,NIDIA AMARILIS GALVEZ CHAVEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0338-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,IRMA MARÍA BARRIOS Y BARRIOS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0342-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO HISPANO-AMÉRICANO HACIENDA VERDE,"2DO. CALLEJÓN, 2DA CALLE, GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3",40133449,REMY ARTURO SINAY GUDIEL,EVELYN SUSANA TRABANINO RODAS,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0344-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PRIVADO CULTURAL INFORMÁTICO Y CIENTÍFICO IPCIC,3A. CALLE 2-23 ZONA 2 COLONIA EL FERROCARRILERO,41862567,REMY ARTURO SINAY GUDIEL,EDNA TOMASITA HERINCX RUIZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0347-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO GRATIA,"CALLEJÓN PUENTE DE PALO. GRANJA SAN JOSÉ, CANTÓN PUENTE DE PALO",33674187,REMY ARTURO SINAY GUDIEL,MARÍA DEL ROSARIO REYES OLIVA,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0348-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,4TA. AVENIDA 15-20 ZONA 4,78895255,REMY ARTURO SINAY GUDIEL,SALOMON ALVAREZ ANDRADE,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0350-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EVANGÉLICO EL EDEN,6 AVENIDA 13-86 ZONA 1,41261831,REMY ARTURO SINAY GUDIEL,SANDRA JUDITH COLLADO SOLARES,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0359-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO Y FORMACIÓN HUMANA DE MARÍA,3A. CALLE A 1-43 ZONA 1,42065584,REMY ARTURO SINAY GUDIEL,ERICK IVAN RIVERA MARTINEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,ESCUINTLA
05-01-0360-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO CAMPUS SUR,1A. AVENIDA CASA NO. 1 ZONA 4 COLONIA LA INDUSTRIA,77254989,REMY ARTURO SINAY GUDIEL,EVELYN SAMANTHA PÉREZ ROSAL,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0364-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,4A. CALLE Y 16 AVENIDA ZONA 5 COLONIA HUNAPÚ,77903232,REMY ARTURO SINAY GUDIEL,DANIEL EDMUNDO ARREAZA NAVAS,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,ESCUINTLA
05-01-0368-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS,4A AVENIDA 15-94 SUR FINAL,78898958,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0369-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO EL BOSQUE,1A. CALLE A 4-52 ZONA 2 COLONIA EL QUETZAL,56932945,REMY ARTURO SINAY GUDIEL,EMILSA NOEMÍ GARCÍA FUENTES,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0381-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,9A. AVENIDA 6A. CALLE LOTE NO. 9 ZONA 3 LOTIFICACIÓN PREMIER,58559720,REMY ARTURO SINAY GUDIEL,MARITZA COLLADO SOLARES,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0382-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,9A. AVENIDA 6A. CALLE ZONA 3 LOTIFICACIÓN PREMIER,58559720,REMY ARTURO SINAY GUDIEL,MARITZA COLLADO SOLARES,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,ESCUINTLA
05-01-0387-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO CRISTIANO MONTE MORIAH,2DA. AVENIDA 3-80 ZONA 3 COLONIA AGUAS VIVAS,77254128,REMY ARTURO SINAY GUDIEL,MELY NOHEMÍ MEJÍA CASTILLO,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0388-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO LICEO NUEVA VISIÓN SAN GABRIEL,"CALLE PRINCIPAL LOTE 44, ZONA 0",47174315,REMY ARTURO SINAY GUDIEL,FLORENCIA RODRIGUEZ RAMIREZ,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0402-46,05-028,ESCUINTLA,ESCUINTLA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,"LOCAL 37 Y 37 A. C.C. PLAZA PALMERAS, 1 AVENIDA BARRIO SAN PEDRO EL PITO, ZONA 2",22504723,CLAUDIA YADIRA GUZMAN MONTEPEQUE DE AREVALO,CLAUDIA YADIRA GUZMÁN MONTEPEQUE,OFICIAL,URBANA,MONOLINGUE,DOBLE,VIRTUAL,ESCUINTLA
05-01-0403-46,05-033,ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,LOTE 156 FLORIDO ACEITUNO,56211051,REMY ARTURO SINAY GUDIEL,DIOGENES BAUDILIO FIGUEROA CRUZ,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0405-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO BILINGÜE CON COMPUTACIÓN DEL PRADO,2A AVENIDA 1-99 ZONA 2 COLONIA DEL FERROCARRILERO,78892172,REMY ARTURO SINAY GUDIEL,ALICIA ODETH DÍAZ TEJADA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0410-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO S.A.,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,IRMA MARÍA BARRIOS Y BARRIOS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
05-01-0411-46,05-022,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,COMUIDAD AGRAGIRA SAN ANDRÉS OSUNA.,54293707,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,CARMEN DANIELA ILLESCAS GARCÍA,COOPERATIVA,RURAL,MONOLINGUE,VESPERTINA,REGULAR,ESCUINTLA
05-01-0417-46,05-028,ESCUINTLA,ESCUINTLA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,"LOCAL 37 Y 37 A CENTRO COMERCIAL PLAZA PALMERAS 1 AVE BARRIO SAN PEDRO EL PITO, ZONA 2",79625252,CLAUDIA YADIRA GUZMAN MONTEPEQUE DE AREVALO,RICARDO ALBERTO LÓPEZ ÁLVAREZ.,OFICIAL,RURAL,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ESCUINTLA
05-01-0420-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNOLÓGICO MODERNO.,"MANZANA 34, LOTE 412 ZONA 3, COLONIA EL MANGO",54329507,REMY ARTURO SINAY GUDIEL,MILVIA ELICENA MEZA ALVAREZ,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,ESCUINTLA
05-01-0421-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,"2DA.CALLE 3-28, ZONA 1",78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,ESCUINTLA
05-01-0423-46,05-033,ESCUINTLA,ESCUINTLA,LICEO PREUNIVERSITARIO CIENCIA Y TECNOLOGÍA,6TA. AVE. 2-52 ZONA 1,79371440,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,ESCUINTLA
05-01-0425-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ALMA LIBERTAD PÉREZ MARTÍNEZ.,"ESCUELA OFICIAL RURAL MIXTA GONZALO ADOLFO SANTIZO, 4TA. AVENIDA 22-04 ZONA 5 COLONIA CAÑAVERAL 1",58342002,REMY ARTURO SINAY GUDIEL,SANDRA YANETH DÁVILA MENDOZA,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0427-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S.,8A. CALLE 5-42 ZONA 1,78893628,REMY ARTURO SINAY GUDIEL,VIVIAN JANETH ESTÉVEZ RÉGIL,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0429-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,2A. CALLE A 3-50 ZONA 3 COLONIA EL RECREO,41016519,REMY ARTURO SINAY GUDIEL,LILIAN ARGENTINA PANIAGUA AJÍN DE CASTILLO,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,ESCUINTLA
05-01-0430-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,2A. CALLE A 3-50 ZONA 3 COLONIA EL RECREO,41016519,REMY ARTURO SINAY GUDIEL,LILIAN ARGENTINA PANIAGUA AJÍN,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0432-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EVANGÉLICO EL EDEN.,6TA. AVENIDA 13-86 ZONA 1.,41261831,REMY ARTURO SINAY GUDIEL,SANDRA JUDITH COLLADO SOLARES,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0434-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTEGRAL HISPANOAMERICANO,1AV. 6-60 ZONA 4,58559720,REMY ARTURO SINAY GUDIEL,MARITZA COLLADO SOLARES,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0436-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO CARROUSEL.,25 CALLE 0-09 ZONA 5 CAÑAVERAL IV,52087048,REMY ARTURO SINAY GUDIEL,SANDRA EUGENIA MENDIZABAL VALDEZ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0438-46,05-033,ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,LOTE 158 FLORIDO ACEITUNO,56211051,REMY ARTURO SINAY GUDIEL,DIOGENES BAUDILIO FIGUEROA CRUZ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0439-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN.,2A.CALLE A 3-50 ZONA 3 COLONIA EL RECREO,41016519,REMY ARTURO SINAY GUDIEL,LILIAN ARGENTINA PANIAGUA AJÍN,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,ESCUINTLA
05-01-0442-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ.,47691929,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0447-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO S.A.,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,IRMA MARÍA BARRIOS Y BARRIOS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,VIRTUAL,ESCUINTLA
05-01-0449-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO EL BOSQUE,1A. CALLE A 4-52 ZONA 2 COLONIA EL QUETZAL,56932945,REMY ARTURO SINAY GUDIEL,EMILSA NOEMÍ GARCÍA FUENTES,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0451-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,4A. AVENIDA 15-20 ZONA 4,41506887,REMY ARTURO SINAY GUDIEL,SALOMON ALVAREZ ANDRADE,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,ESCUINTLA
05-01-0453-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO HISPANO-AMERICANO HACIENDA VERDE,2O CALLEJÓN Y 2A CALLE GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3,40133449,REMY ARTURO SINAY GUDIEL,EVELYN SUSANA TRABANINO RODAS,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0455-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,4A. AVENIDA 15-94 SUR FINAL,78898958,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0457-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ SALOMÓN ALVAREZ ANDRADE,4A AVENIDA 15-20 ZONA 4,78897815,REMY ARTURO SINAY GUDIEL,CÉSAR BENJAMÍN LARIOS CASTILLO,OFICIAL,URBANA,MONOLINGUE,NOCTURNA,REGULAR,ESCUINTLA
05-01-0459-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO BILINGÜE JARDÍN AMERICANO,"3A. CALLE SECTOR B, LOTE 21 COLONIA JACARANDAS 1, ZONA 3",78898449,REMY ARTURO SINAY GUDIEL,CLAUDIA ARGENTINA JIMÉNEZ PRADO,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0461-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO JAVIER CAST,6TA. AVENIDA 0-82 ZONA 4 COLONIA LOS NARANJALES,58651151,REMY ARTURO SINAY GUDIEL,SILVIA LORENA CAMBRAN RODRIGUEZ,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ESCUINTLA
05-01-0463-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO OFICIAL MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ PALMERAS,KM 68.5 CARRETERA A TAXISCO GRANJA MODELO DE REHABILITACIÓN CANADA CON COBERTURA EN ALTA SEGURIDAD,54953504,REMY ARTURO SINAY GUDIEL,LUDDIN FEDERICO ALVAREZ DUARTE,OFICIAL,URBANA,MONOLINGUE,MATUTINA,REGULAR,ESCUINTLA
